x,y,cluster,primary_label
-55.62468,7.580262,5,Product
-14.950081,-39.139824,5,Product
-55.637035,-30.001062,5,Product
-21.171255,5.3337073,5,Product
-32.452374,-46.92191,5,Product
-60.82808,2.6205478,5,Product
-34.583576,-24.611845,5,Product
-37.743313,-49.56403,5,Product
-45.49764,1.7029344,5,Product
-21.264936,-34.363255,5,Product
-31.251215,-44.691135,5,Product
-44.969616,2.9609475,5,Product
-46.156307,-40.26903,5,Product
-56.49801,-45.71946,5,Product
-41.77504,9.371325,5,Product
-17.63535,-47.287506,5,Product
-40.97673,-26.007614,5,Product
-42.380783,3.7562263,5,Product
-29.441574,-44.970245,5,Product
-27.049513,-56.895275,5,Product
-47.40592,-37.355133,5,Product
-60.216206,-18.063913,5,Product
-44.80966,-25.820522,5,Product
-47.755993,-7.8993797,5,Product
-17.997177,-46.663128,5,Product
-36.654945,-37.739174,5,Product
-14.446074,-46.72954,5,Product
-23.941872,-14.434177,5,Product
-29.670177,2.355223,5,Product
-41.684265,-26.711992,5,Product
-22.16795,25.68772,2,Product
-10.199877,-27.489807,5,Product
-33.03525,-24.126604,5,Product
-45.949326,-31.081688,5,Product
-24.972473,-28.941992,5,Product
-39.778877,-24.96269,5,Product
-37.559586,10.906975,5,Product
-26.416666,-16.545166,5,Product
-47.61018,-8.862242,5,Product
-14.59879,-5.23127,5,Product
-11.06642,1.5598772,5,Product
-66.635826,-47.201164,5,Product
-46.410313,-4.252924,5,Product
-12.449226,-31.487284,5,Product
-21.35147,-31.102867,5,Product
-60.43863,-33.018482,5,Product
-39.757904,10.054486,5,Product
-36.712036,-37.672318,5,Product
-11.023799,1.5851352,5,Product
-41.125313,-5.4168835,5,Product
-44.78961,-23.941938,5,Product
-39.587154,0.38747248,5,Product
-56.912537,-17.857883,5,Product
-69.38809,-16.62944,5,Product
-26.92701,-36.849503,5,Product
-40.35492,-13.093028,5,Product
-62.02924,-29.309504,5,Product
-10.935766,-50.69254,5,Product
-10.471918,-37.632896,5,Product
-0.72824925,-67.13349,5,Product
-19.630438,0.5158747,5,Product
-11.7302885,-50.419724,5,Product
-65.02399,11.12044,5,Product
-65.663345,1.6526021,5,Product
-27.516218,-7.9835806,5,Product
-65.53596,-21.97018,5,Product
-57.22224,7.517032,5,Product
-67.979164,8.642104,5,Product
-70.68055,-2.5307174,5,Product
-24.483517,-56.671783,5,Product
0.85375553,-28.524464,5,Product
-14.6374445,1.7760906,5,Product
-69.15739,-58.194412,5,Product
-47.795773,-41.220062,5,Product
-14.423255,1.7534008,5,Product
-12.082478,-32.508,5,Product
-83.97602,0.89497435,5,Product
-9.595271,-42.631306,5,Product
-13.931021,2.3444767,5,Product
-14.289797,1.7697617,5,Product
-54.26067,-24.971542,5,Product
-47.43158,-56.364964,5,Product
31.10814,55.451035,6,Product
-65.98408,2.4820309,5,Product
-66.958176,13.811877,5,Product
-14.60245,2.2875834,5,Product
-43.05178,22.74488,5,Product
-49.14447,17.212782,5,Product
-10.665045,-44.682365,5,Product
-65.98368,-54.898235,5,Product
-72.141624,-17.357489,5,Product
-58.616386,1.06388,5,Product
-21.143108,-40.199802,5,Product
32.38889,50.93136,6,Product
-73.684975,-17.349209,5,Product
-21.141909,-26.042938,5,Product
-48.835823,17.528666,5,Product
-63.834362,0.36040932,5,Product
-81.459724,-26.59705,5,Product
-26.875612,-59.548813,5,Product
-69.15739,-58.167744,5,Product
-11.006915,-50.60975,5,Product
-35.778458,-50.24716,5,Product
-66.44834,-47.52089,5,Product
-72.14408,-17.357378,5,Product
-55.585945,-45.132862,5,Product
-67.66094,-50.854412,5,Product
-63.98998,10.393573,5,Product
-84.96842,1.7982639,5,Product
-37.703144,-52.74019,5,Product
-66.93327,-51.07304,5,Product
-11.480132,-51.366108,5,Product
-16.215822,-56.190136,5,Product
-27.452734,-9.103904,5,Product
-44.26842,-38.133442,5,Product
-13.953874,2.0509143,5,Product
-29.586578,-16.544329,5,Product
-53.394436,-42.310337,5,Product
-85.718895,1.3923889,5,Product
-15.107706,2.6817992,5,Product
-27.485107,-7.782634,5,Product
-5.7513638,-66.56825,5,Product
-63.626335,-15.364286,5,Product
-21.225838,-40.188583,5,Product
-9.731571,-42.766705,5,Product
-62.296463,-28.26844,5,Product
-6.0917215,-65.965034,5,Product
-18.297039,-50.197342,5,Product
-17.91515,2.139598,5,Product
-16.666315,-55.630814,5,Product
-82.96749,-5.864178,5,Product
-47.704937,-56.520355,5,Product
-38.392117,-48.89403,5,Product
-65.474045,-43.825108,5,Product
-48.009415,-56.352566,5,Product
-34.38946,-49.932934,5,Product
-16.894848,-56.69553,5,Product
-67.743645,-45.629982,5,Product
-17.946243,-55.872803,5,Product
-84.46575,-0.42119032,5,Product
-10.043885,-2.6641839,5,Product
-70.680435,-2.5302856,5,Product
-55.58579,-45.132446,5,Product
-60.27052,13.843828,5,Product
-11.733164,-51.11004,5,Product
-15.174586,2.4964278,5,Product
-70.68045,-2.5302632,5,Product
-1.2046132,-67.152145,5,Product
-72.14156,-17.35745,5,Product
-1.6188262,-12.42213,5,Product
-81.83819,-29.425121,5,Product
-16.126558,-56.530872,5,Product
-17.443098,-55.633865,5,Product
-60.31054,8.383086,5,Product
-3.8893862,-59.992344,5,Product
-81.83819,-29.425121,5,Product
-81.47511,-26.59043,5,Product
-62.079185,-53.226723,5,Product
-25.889055,8.798961,5,Product
-33.230206,13.975251,5,Product
-47.39663,-56.04123,5,Product
-63.861958,16.56304,5,Product
-19.122622,7.5649652,5,Product
-30.89441,15.522801,5,Product
-62.295235,-28.266922,5,Product
-17.345041,-56.16737,5,Product
-48.073875,-3.2714734,5,Product
-14.76813,1.7985361,5,Product
-35.944496,-5.309635,5,Product
-14.204365,1.8200594,5,Product
-16.86038,-56.63965,5,Product
-5.364178,-14.634929,5,Product
-68.65647,-2.3961337,5,Product
-26.58946,-14.514544,5,Product
-26.570091,-10.10259,5,Product
-1.8680615,21.611376,1,Product
-90.83083,-10.900527,5,Product
-66.97771,15.463877,5,Product
-26.090174,-14.637852,5,Product
-66.99267,13.882389,5,Product
-6.099833,-65.969406,5,Product
-9.470839,-3.2431693,5,Product
-66.541405,14.998207,5,Product
-63.16719,-6.9771595,5,Product
-45.42296,12.143659,5,Product
-66.94878,14.92164,5,Product
-43.946915,-25.98072,5,Product
-63.416832,-0.23945206,5,Product
-5.519987,-66.26487,5,Product
-16.249266,-56.311443,5,Product
-68.74702,5.995706,5,Product
-20.248419,0.8562957,5,Product
-16.1534,7.3578196,5,Product
-86.15563,-0.17267883,5,Product
-35.962067,-35.098362,5,Product
-17.336845,-56.644238,5,Product
-65.8893,15.746324,5,Product
-47.660156,-55.85702,5,Product
-62.297672,-28.263094,5,Product
-72.144165,-17.357388,5,Product
-9.194059,-42.637093,5,Product
-66.34424,16.137697,5,Product
-48.83636,17.528461,5,Product
-67.723625,-50.174366,5,Product
-35.605743,-4.332543,5,Product
-55.5858,-45.132442,5,Product
-85.94234,0.8492049,5,Product
-65.9841,-54.89837,5,Product
-9.707352,-3.7424471,5,Product
-68.65667,-2.3961096,5,Product
-26.57019,-10.101816,5,Product
-37.75576,-48.46255,5,Product
-70.68045,-2.5302632,5,Product
-44.06401,-4.2261257,5,Product
-61.74045,-28.860287,5,Product
-57.3235,-33.593224,5,Product
-0.72806716,-67.13395,5,Product
-47.610767,-19.061295,5,Product
-67.68414,-51.554832,5,Product
0.11839139,-14.860998,5,Product
-65.9841,-54.89837,5,Product
-65.9841,-54.89837,5,Product
-15.13905,2.2510064,5,Product
-19.12339,7.565775,5,Product
-55.875225,-21.552505,5,Product
-73.63408,-4.2810626,5,Product
-37.703087,-52.740154,5,Product
-61.74025,-28.860023,5,Product
-3.7380147,17.066034,1,Product
-86.23469,0.16726738,5,Product
-84.96382,0.53136396,5,Product
-85.66642,0.60322475,5,Product
-63.25678,-20.576078,5,Product
-26.875612,-59.548813,5,Product
-18.386587,-51.109028,5,Product
-85.02883,-0.039097983,5,Product
-9.651606,-42.667057,5,Product
-85.98984,0.34381458,5,Product
-73.642334,-0.3766808,5,Product
-6.994079,-46.597473,5,Product
-8.604967,-39.486027,5,Product
-2.1840725,-25.393642,5,Product
-67.74363,-45.62839,5,Product
-62.909306,0.84386,5,Product
-6.994079,-46.597473,5,Product
-11.95945,6.0906587,5,Product
-18.130802,-56.850307,5,Product
-16.038347,-2.4305983,5,Product
-49.944225,-16.919962,5,Product
-62.62992,-28.597673,5,Product
-84.158195,0.10770988,5,Product
-40.640743,-53.170803,5,Product
-79.299446,-27.855106,5,Product
-8.119483,-34.30013,5,Product
-51.11404,-11.5829935,5,Product
-67.51103,13.862103,5,Product
-15.523773,-36.385075,5,Product
-16.68893,-51.811626,5,Product
-67.37365,14.578973,5,Product
-11.803529,-50.87526,5,Product
-9.813649,-43.083813,5,Product
-35.74497,-5.828538,5,Product
-60.608723,11.18791,5,Product
-63.473484,-20.626528,5,Product
-81.838486,-29.425238,5,Product
-67.27962,-50.10317,5,Product
-11.603503,-36.37967,5,Product
-89.00973,-8.115501,5,Product
-68.7849,-50.662838,5,Product
-71.521164,0.25377843,5,Product
-66.85882,-50.180553,5,Product
-62.287262,-28.267733,5,Product
-55.587208,-45.13247,5,Product
-40.642395,-53.17079,5,Product
-40.00277,-56.495174,5,Product
-16.438162,-57.290455,5,Product
-72.93094,0.21181518,5,Product
-16.556744,-55.792202,5,Product
-33.777824,-52.70571,5,Product
-29.81288,-13.109467,5,Product
-32.428722,-51.312256,5,Product
-14.681012,-3.0370584,5,Product
-67.295654,-51.330376,5,Product
-42.69671,-17.74943,5,Product
-34.464306,-54.043842,5,Product
-15.598846,-49.107403,5,Product
-85.63514,-1.0816859,5,Product
-0.72824585,-67.13353,5,Product
-48.00061,-56.3528,5,Product
-6.402695,-16.192991,5,Product
-11.343678,-32.3659,5,Product
-40.642395,-53.17078,5,Product
-47.56855,-56.48306,5,Product
-5.74921,-64.154785,5,Product
-47.473003,-56.41845,5,Product
-57.37521,7.5957856,5,Product
-11.954641,6.0686574,5,Product
7.4330406,-7.7076383,5,Product
-61.836987,-6.459383,5,Product
-53.13501,-42.637447,5,Product
-34.68823,-4.8927927,5,Product
-6.1171,-65.99298,5,Product
-48.03823,-56.20789,5,Product
-66.210014,0.45691326,5,Product
-84.11246,0.29572442,5,Product
-25.604502,-10.692061,5,Product
-14.0665455,-37.38335,5,Product
-65.83242,-22.005175,5,Product
-11.041469,-49.993023,5,Product
-63.459534,-49.42096,5,Product
-47.3777,-56.243896,5,Product
-65.836525,1.6808641,5,Product
-84.50323,1.827059,5,Product
-59.07007,8.559566,5,Product
-3.9433749,-31.79453,5,Product
-85.717514,-0.47138932,5,Product
-55.271767,-30.210804,5,Product
-14.83816,-42.891285,5,Product
-75.99904,-2.3185725,5,Product
-26.874771,-59.549034,5,Product
-26.271343,12.261794,5,Product
-15.472017,7.998791,5,Product
-68.07385,-1.0964049,5,Product
-26.570272,-10.102422,5,Product
-3.9260209,-31.487963,5,Product
-28.056631,-10.278828,5,Product
-67.592316,-49.454895,5,Product
-47.37301,-56.170692,5,Product
-81.85523,0.14579651,5,Product
-90.83083,-10.900527,5,Product
7.622824,-7.550517,4,Product
-55.40648,-13.257938,5,Product
-16.318867,-56.20057,5,Product
-81.457436,-27.22058,5,Product
-63.20887,2.249928,5,Product
-85.79913,-1.0622363,5,Product
13.700248,-7.2151585,4,Product
-67.75711,15.514719,5,Product
-16.691196,17.797495,1,Product
-10.9377775,-50.710693,5,Product
-67.368675,-51.40009,5,Product
0.86563504,-65.661385,5,Product
-20.24856,0.8560931,5,Product
-43.049137,22.749037,5,Product
-7.7403255,-64.45709,5,Product
-41.335213,18.73768,5,Product
-85.32057,-0.23997042,5,Product
-48.20375,-4.233033,5,Product
-70.68046,-2.5302613,5,Product
7.4330516,-7.7076263,5,Product
-81.86669,-26.645126,5,Product
-85.123375,-0.90114796,5,Product
-11.768003,-50.542377,5,Product
-61.358395,-29.840391,5,Product
-14.527632,2.3664112,5,Product
-47.714687,-55.849197,5,Product
-11.382749,-50.128296,5,Product
-66.32209,15.485139,5,Product
-68.110085,-45.73625,5,Product
-81.34777,-27.126963,5,Product
-90.83083,-10.900527,5,Product
-62.07168,-34.773266,5,Product
-44.061504,-4.2824097,5,Product
-57.322426,-33.593616,5,Product
-0.7282498,-67.13354,5,Product
-84.09393,0.7751946,5,Product
-7.290021,-14.057975,5,Product
-68.16089,-44.483227,5,Product
-90.83083,-10.900527,5,Product
-68.16089,-44.483227,5,Product
-85.060234,1.6643,5,Product
-86.406906,-0.9753811,5,Product
-73.425644,-0.3386833,5,Product
-82.934814,-28.060575,5,Product
-66.389015,14.054424,5,Product
-6.994045,-46.597916,5,Product
-65.82779,-45.657658,5,Product
-10.472644,-50.2425,5,Product
-59.35394,-29.82834,5,Product
-72.14485,-17.357628,5,Product
-19.435167,13.510713,5,Product
-90.83083,-10.900527,5,Product
-15.471809,7.998367,5,Product
-26.769737,-4.5994205,5,Product
-42.693848,-40.1186,5,Product
-39.555744,-38.97602,5,Product
-31.970406,-8.910796,5,Product
-12.115988,-22.62655,5,Product
-1.8162355,-27.113684,5,Product
-35.190598,-19.17216,5,Product
-26.073792,-60.895683,5,Product
-38.382668,4.9124184,5,Product
-8.23132,-7.302199,5,Product
-35.87853,-8.515834,5,Product
-27.630766,5.0704165,5,Product
2.0007577,4.7614727,5,Product
-35.25441,-27.77845,5,Product
-37.707188,-27.921947,5,Product
-49.549366,-20.517902,5,Product
-55.250744,-3.1509776,5,Product
-6.77818,-3.608773,5,Product
-4.5096602,-1.4780493,5,Product
-45.43113,-26.324396,5,Product
-17.97069,-36.79579,5,Product
-33.000137,-28.573217,5,Product
-4.988584,0.01865713,5,Product
-51.239708,-5.581513,5,Product
-37.696526,-27.986536,5,Product
-36.582146,-20.278488,5,Product
-40.020878,4.8239965,5,Product
-39.760994,15.921805,5,Product
-55.886154,7.1483703,5,Product
-42.342285,-44.66482,5,Product
-39.586807,-40.387665,5,Product
-4.4687014,-6.845464,5,Product
13.383856,11.33993,4,Product
-44.62781,-41.398407,5,Product
-22.149923,14.867651,5,Product
-24.957235,13.956665,5,Product
3.1845076,2.6568184,5,Product
-1.6276791,-4.472524,5,Product
-41.862865,-35.611927,5,Product
-6.412991,-18.839237,5,Product
-35.842663,-39.42461,5,Product
-48.22033,-45.127285,5,Product
-27.248154,-6.980516,5,Product
-48.110134,-10.766676,5,Product
15.273192,8.049318,4,Product
-21.538357,-25.89828,5,Product
-45.35529,-4.2072988,5,Product
-35.80403,-19.548315,5,Product
-39.201515,-38.688896,5,Product
-8.308065,-31.31426,5,Product
-29.600382,-27.622293,5,Product
-23.726357,-16.41806,5,Product
-37.742607,8.924552,5,Product
10.549902,-2.3108473,4,Product
-60.80545,-8.506454,5,Product
-10.650704,-13.050301,5,Product
-19.84167,-1.287022,5,Product
-58.947678,10.014691,5,Product
-11.791049,-50.697414,5,Product
-45.080906,-15.502519,5,Product
-56.71408,-10.894478,5,Product
-40.11119,-35.748993,5,Product
-53.53974,1.0596466,5,Product
-32.49444,-14.400121,5,Product
-3.499618,-6.1429873,5,Product
-69.2602,-3.7318006,5,Product
-34.3973,-45.40374,5,Product
-0.27578408,-23.799297,5,Product
-29.687527,-27.008812,5,Product
-27.9037,-47.51113,5,Product
-71.6986,-8.33235,5,Product
-30.32466,-37.96576,5,Product
-57.014435,-31.734411,5,Product
-68.566086,-3.0890331,5,Product
-50.99995,-44.380695,5,Product
-3.4655466,1.5818323,5,Product
-47.298306,-16.336449,5,Product
6.192145,-25.813728,5,Product
8.615116,-8.832664,5,Product
-1.7482319,-26.804232,5,Product
-13.327476,-19.595232,5,Product
-28.509472,-35.45212,5,Product
-29.135635,-14.189241,5,Product
-33.899017,-26.053072,5,Product
-71.94218,0.790246,5,Product
-8.380196,-66.49971,5,Product
-32.147602,-12.686579,5,Product
-7.9451833,-6.21208,5,Product
-32.004776,-45.583313,5,Product
-16.248968,-25.390846,5,Product
-29.117706,-35.476814,5,Product
-5.855208,-3.71246,5,Product
-60.30733,-7.3105354,5,Product
-54.54362,-22.131174,5,Product
-14.363305,-30.385727,5,Product
-40.168316,-20.643557,5,Product
-33.86838,-37.36797,5,Product
-16.322231,-46.909973,5,Product
-33.59025,-29.74018,5,Product
11.134726,55.27862,2,Product
-46.811317,-40.896,5,Product
-44.668617,-39.19243,5,Product
-25.124311,12.240595,5,Product
-71.561676,1.3187574,5,Product
-37.33272,3.583404,5,Product
-32.65904,-3.0240088,5,Product
-35.154415,-14.487652,5,Product
-71.38827,-15.393477,5,Product
12.56381,12.40196,4,Product
-17.997265,-36.7369,5,Product
-7.289999,-21.851065,5,Product
-6.229309,-3.69601,5,Product
-49.204567,-20.076078,5,Product
-57.7414,-41.08345,5,Product
-24.914963,-11.65745,5,Product
-62.95797,-8.806974,5,Product
-45.225838,-39.09016,5,Product
6.9064074,-24.42927,5,Product
-29.501259,-29.670567,5,Product
-31.358397,-51.138832,5,Product
-10.484177,-37.642796,5,Product
-58.31496,-10.033138,5,Product
-3.1166496,-21.54974,5,Product
-26.41139,-35.978188,5,Product
-9.354766,-64.42496,5,Product
-14.100249,-5.342916,5,Product
-40.638657,-45.84379,5,Product
-10.5932865,-63.98419,5,Product
-66.37939,11.349875,5,Product
5.3550653,4.1423826,5,Product
-46.68961,-23.287601,5,Product
-0.47563624,3.4480577,5,Product
-14.533981,-7.6291213,5,Product
15.61344,-5.3407135,4,Product
14.301419,-10.722383,4,Product
-24.539698,4.3469253,5,Product
-12.917267,-43.99278,5,Product
1.665052,5.231068,5,Product
-54.80198,-1.8717242,5,Product
-31.167452,-27.898216,5,Product
-38.067905,-43.188915,5,Product
-3.0161674,-40.283424,5,Product
-46.558533,-39.263718,5,Product
-63.865967,-49.54868,5,Product
-11.052875,-63.651875,5,Product
-45.22489,-14.550515,5,Product
-37.21574,-20.001135,5,Product
4.9204097,5.296268,5,Product
-41.735195,-35.77045,5,Product
-51.521374,-40.225147,5,Product
-63.77712,-29.489708,5,Product
-66.87554,-10.124681,5,Product
-24.275928,-9.088641,5,Product
-61.151653,-10.13811,5,Product
-4.6231694,-13.485783,5,Product
-62.0981,5.6853604,5,Product
-87.02167,-3.6949222,5,Product
-87.06807,-3.571964,5,Product
-59.260895,-3.0064523,5,Product
14.015846,-9.868524,4,Product
-51.113697,-10.377632,5,Product
-7.4414744,-10.82439,5,Product
-4.269344,-3.5916872,5,Product
-73.51458,-3.5319057,5,Product
-24.75059,-8.4589815,5,Product
-77.90372,-4.8156877,5,Product
-61.5192,1.4059591,5,Product
-74.0996,-6.3199735,5,Product
-4.5908165,-19.085453,5,Product
-2.8900795,-19.48122,5,Product
-32.681118,-51.64072,5,Product
-26.372372,64.216034,2,Priceperformance
-17.713638,28.617,2,Priceperformance
-10.877255,66.83142,2,Priceperformance
-0.6269408,71.02093,2,Priceperformance
-18.04188,63.908867,2,Priceperformance
-31.941198,34.473618,2,Priceperformance
-27.420967,74.134125,2,Priceperformance
12.269211,68.45858,6,Priceperformance
2.0956986,71.171,2,Priceperformance
-1.9343201,42.425488,2,Priceperformance
-33.951374,57.69303,2,Priceperformance
-39.76883,51.210823,2,Priceperformance
44.88705,61.464035,6,Priceperformance
-31.051933,54.187626,2,Priceperformance
-29.725939,55.56509,2,Priceperformance
-6.860063,75.72229,2,Priceperformance
1.9285527,66.22218,2,Priceperformance
-23.048372,58.204643,2,Priceperformance
-11.340216,68.7102,2,Priceperformance
-9.868138,47.975224,2,Priceperformance
-21.501457,66.6268,2,Priceperformance
-17.244299,63.732563,2,Priceperformance
-39.308968,40.582096,2,Priceperformance
-16.630434,20.189274,5,Priceperformance
-26.965143,42.1804,2,Priceperformance
-17.765905,28.691698,2,Priceperformance
24.713408,1.9721767,4,Priceperformance
-22.568083,68.22953,2,Priceperformance
-37.404705,39.17657,2,Priceperformance
-9.401134,37.1005,2,Priceperformance
-39.420628,34.448666,2,Priceperformance
-24.002037,56.5412,2,Priceperformance
-40.615665,13.36158,5,Priceperformance
-33.786224,56.06284,2,Priceperformance
9.096217,46.296215,6,Priceperformance
-15.7744875,39.693085,2,Priceperformance
-9.099784,36.32736,2,Priceperformance
-12.482802,70.82285,2,Priceperformance
-27.848232,74.15846,2,Priceperformance
3.7447615,52.928062,2,Priceperformance
-30.70872,37.9393,2,Priceperformance
-4.1414595,72.630196,2,Priceperformance
-14.834149,27.024727,2,Priceperformance
-36.96802,29.870493,2,Priceperformance
